argument,topic,set,WA
"statistics show that 1 in 3 children are abused in foster care, this number is far too high. abuse in foster care is rampant and hardly anything is ever done.  foster care is simply too abusive and dangerous.",Foster care brings more harm than good,train,1.0
"statistics show that crimes are committed by certain types of people, so law enforcement should target those people and watch them closer.  it makes perfect sense.",We should end racial profiling,train,0.736455822
stay at home dad’s receiving a subsidy would feel more able to contribute to the house and would be happier to stay at home.,We should subsidize stay-at-home dads,train,0.887476472
stay at home dad’s shouldn’t be subsidised when stay at home moms aren’t. this wouldn’t be fair.,We should subsidize stay-at-home dads,train,0.889227478
Stay at home dads  get paid for being at home through their employers and do not need any more subsidies.,We should subsidize stay-at-home dads,train,0.729594205
stay at home dads allow mothers to have a career.,We should subsidize stay-at-home dads,train,0.62750613
stay at home dads allow the mother to have fulfilling careers.,We should subsidize stay-at-home dads,train,0.623809281
stay at home dads are a rare and valuable resource that enrich children's lives.,We should subsidize stay-at-home dads,train,0.785360069
stay at home dads are just as needed as stay at home moms,We should subsidize stay-at-home dads,train,0.773976133
"stay at home dads are sacrificing a career to care for their children, they should be compensated",We should subsidize stay-at-home dads,train,1.0
stay at home dads can earn a living at home and shouldn't be subsidized,We should subsidize stay-at-home dads,train,0.608733482
"stay at home dads can raise kids just as well as stay at home moms can, and they deserve financial assistance the same way stay at home moms do.",We should subsidize stay-at-home dads,train,0.897241875
"stay at home dad's chose to be parents. no other citizen should pay to subsidize their lifestyle choice, especially the many citizens that have not had children of their own because they cannot afford to",We should subsidize stay-at-home dads,train,1.0
Stay at home dads do just as much work for taking care of the babies as stay at home moms  and should be subsidized.,We should subsidize stay-at-home dads,train,1.0
stay at home dad's do more work than traditional working parents do and need to be subsidized.,We should subsidize stay-at-home dads,train,0.686307312
stay at home dads have grown so much because women like to get back into the workplace.,We should subsidize stay-at-home dads,train,0.531568913
stay at home dads is a personal choice.the government should not interfere in any manner.,We should subsidize stay-at-home dads,train,0.46043803
stay at home dads need additional support to raise children and should have the same subsidies as mothers.,We should subsidize stay-at-home dads,train,1.0
"Stay at home dads provide a valuable service allowing for the equalization of workforce participation and equalizing gender norms, they deserve subsidizing.",We should subsidize stay-at-home dads,train,0.913559557
"stay at home dads provide a valuable service to society, and allow higher paid women to enhance the total family income.",We should subsidize stay-at-home dads,train,0.872112442
stay at home dads provide a valuable service to their families and potentially future society. this contributions should be subsidized so more can do this,We should subsidize stay-at-home dads,train,0.594914611
stay at home dads provide vital care for children so should be financially supported.,We should subsidize stay-at-home dads,train,0.70889093
"stay at home dads should be enabled to spend more time with their children and whatever the family decides about who in the family works, the family should be supported the same",We should subsidize stay-at-home dads,train,0.442055878
stay at home dads should be given support so that they worry less about affording things and spend more time with their children.,We should subsidize stay-at-home dads,train,0.853195882
stay at home dads should be subsidized because it would create more equal pay for women and give them more opportunities to expand their careers,We should subsidize stay-at-home dads,train,0.785900135
stay at home dads should be subsidized if they have low incomes as its expensive to provide child care and some cant afford it,We should subsidize stay-at-home dads,train,0.926186955
stay at home dads should be subsidized so that kids can be taken care of at home by a parent who is responsible for their well being.,We should subsidize stay-at-home dads,train,0.958969665
stay at home dads should be subsidized to allow more families to have a parent stay at home with the kids rather than have to send them to a day care.,We should subsidize stay-at-home dads,train,1.0
stay at home dads should be subsidized to encourage bonding with the child and toprovide a male rolemodel in the family,We should subsidize stay-at-home dads,train,1.0
stay at home dads should be subsidized to promote stable family make-up and to provide a good rolemodel,We should subsidize stay-at-home dads,train,0.903546071
"Stay at home dads should get something from the government for staying home and helping with the baby,",We should subsidize stay-at-home dads,train,0.546993171
stay at home dads should not be subsidized as it will be too costly.,We should subsidize stay-at-home dads,train,0.786908412
stay at home dads should not be subsidized as they are not as necessary as mums for the correct bonding and care of younger children,We should subsidize stay-at-home dads,train,0.723118621
stay at home mom's are not subsidized so dad's should not be either.,We should subsidize stay-at-home dads,train,0.69598316
stay at home moms aren’t subsidised so why should dad’s be?,We should subsidize stay-at-home dads,train,0.628130629
"stay at home moms have never been subsidized, why would dads be?",We should subsidize stay-at-home dads,train,0.385922899
stay at home moms to not get subsidized so neither should stay at home dads.,We should subsidize stay-at-home dads,train,0.41957641
stay at home should be compensated for the services they provide,We should subsidize stay-at-home dads,train,0.559099081
stay-aat-home moms have never received a subsidy,We should subsidize stay-at-home dads,train,0.321695243
stay-at- home dads should not be subsidized because since the dawn of time stay-at- home moms were never subsidized.,We should subsidize stay-at-home dads,train,0.585154869
"stay-at-home dads allow for the partner, to be able to work and allows the father to not only bond but also help provide necessary help in child raising.",We should subsidize stay-at-home dads,train,0.72032561
"stay-at-home dads allow the mother to continue in the workplace, supporting the fight for gender-equality, and gived the father an enhanced bond with his child.",We should subsidize stay-at-home dads,train,0.852136334
"stay-at-home dads allows for the partner to be able to continue employment, much helped if the partner is in a position that provides for the family financially as well as other benefits.",We should subsidize stay-at-home dads,train,0.664694218
stay-at-home dads are a valuable asset in raising healthy kids and should be subsidized,We should subsidize stay-at-home dads,train,0.874302407
stay-at-home dads are an integral part of the economy that allow working women to work.,We should subsidize stay-at-home dads,train,0.773591301
stay-at-home dads are an integral part of the economy.  they usually allow their wives to  work unhampered.  thus we should subsidize the stay-at home dads.,We should subsidize stay-at-home dads,train,0.91991712
stay-at-home dads are important to a child.,We should subsidize stay-at-home dads,train,0.570173588
stay-at-home dads are necessary to provide better education and family values ​​when children are in full growth,We should subsidize stay-at-home dads,train,0.97941946
stay-at-home dads are often overlooked for their contribution to raising children so to help address this we should subsidize stay-at-home dads.,We should subsidize stay-at-home dads,train,0.869227647
stay-at-home dads can be just as effective as stay-at-home moms in raising children and taking care of the house.,We should subsidize stay-at-home dads,train,0.529822693
stay-at-home dads can provide for a child just as well as stay-at-home moms.,We should subsidize stay-at-home dads,train,0.421598788
"stay-at-home dads enable equality in the workplace, creating an environment where women are able to progress up the career ladder since employees will not fear losing them to years of child care.",We should subsidize stay-at-home dads,train,1.0
Stay-at-home dads is a choice that the general public should not have to pay for,We should subsidize stay-at-home dads,train,0.787905953
Stay-at-home dads is a personal choice and deliberate choice. we should not subsidize this kind of choice for not making it a way for some men to see it like an easy way to get money from government,We should subsidize stay-at-home dads,train,0.561229994
stay-at-home dads make the choice to stay home and not work.  we should not subsidize people that choose to be unemployed.,We should subsidize stay-at-home dads,train,1.0
"stay-at-home dads often have a worse time than moms dealing with the loss of being a provider, allowing a subsidy would allow them to still feel as though they are providing financially.",We should subsidize stay-at-home dads,train,1.0
stay-at-home dads or moms should be supported as it allows children to have the family support they need while the other parent works.,We should subsidize stay-at-home dads,train,0.894871502
stay-at-home dads play an important part in the care and healthy development of their kids.,We should subsidize stay-at-home dads,train,0.877020443
stay-at-home dads provide an important service by raising the future of this company,We should subsidize stay-at-home dads,train,0.603882408
stay-at-home dads provide care for their children but they still require an income since females who work are not paid as much as men in the same jobs,We should subsidize stay-at-home dads,train,0.943229178
stay-at-home dads provide good role models,We should subsidize stay-at-home dads,train,0.610039235
stay-at-home dads require an income to let them be there for their children,We should subsidize stay-at-home dads,train,0.902269216
stay-at-home dads require an income to provide for their families,We should subsidize stay-at-home dads,train,0.57531813
stay-at-home dads should be given subsidies since they are nurturing our future,We should subsidize stay-at-home dads,train,0.911578446
"Stay-at-home dads should be subsidized and so should stay-at-home-mums, both should get exactly the same amount to help support their children in a world where we should be promoting equality.",We should subsidize stay-at-home dads,train,0.735810988
stay-at-home dads should be subsidized as the importance of a male presence in a child's life is a high importance for a child's development.,We should subsidize stay-at-home dads,train,1.0
stay-at-home dads should be subsidized because bringing up a child is an expensive business and people need all the help they can get,We should subsidize stay-at-home dads,train,1.0
stay-at-home dads should be subsidized because they can guide an help play with their kis,We should subsidize stay-at-home dads,train,0.484056053
stay-at-home dads should be subsidized because they can provide a strong protection for the children at home.,We should subsidize stay-at-home dads,train,1.0
stay-at-home dads should be treated the same as moms,We should subsidize stay-at-home dads,train,0.64834202
stay-at-home dads should be treated the same as mothers,We should subsidize stay-at-home dads,train,0.476764279
stay-at-home dads should get paid because of their kids they have to stay home even if they went to work so it isn't their fault that because of their child they can't work.,We should subsidize stay-at-home dads,train,0.45104913
"stay-at-home dads should never be subsidized as it was their choice to leave work. Women have a biological reason, men do not.",We should subsidize stay-at-home dads,train,0.581906437
stay-at-home dads should not be subsidized as it does not ensure that the dad is spending quality or nuturing time with a child and is a waste of tax-payers money.,We should subsidize stay-at-home dads,train,0.848804256
stay-at-home dads should not be subsidized as it will only create the ability of a bunch of dads to not go to work and play golf instead of providing a positive role model for children.,We should subsidize stay-at-home dads,train,0.63146516
stay-at-home dads should not be subsidized because it removes the incentive to be the breadwinner,We should subsidize stay-at-home dads,train,0.647122132
stay-at-home dads should not be subsidized because people shouldn't have children if they can't afford them,We should subsidize stay-at-home dads,train,0.71403171
stay-at-home dads should not be subsidized because they generally have more than enough income to live off,We should subsidize stay-at-home dads,train,0.397011745
stay-at-home dads should not be subsidized since the program could be taken advantage of in the future,We should subsidize stay-at-home dads,train,0.485264157
stay-at-home dads shouldn't be subsidized because they can be considered stay-at-home father's,We should subsidize stay-at-home dads,train,0.558315847
stay-at-home dads would be more common if we could supplement the family's income.,We should subsidize stay-at-home dads,train,0.885010374
"stay-at-home moms are not subject to being subsidized, continuing the gender inequality status quo and therefore stay-at-home dads should not be subsidized.",We should subsidize stay-at-home dads,train,0.941946628
Stay-at-home moms are not subsidized and neither should stay-at-home dads be.,We should subsidize stay-at-home dads,train,0.834017963
"stay-at-home moms are not subsidized, allowing for stay-at-home dads who are subsidized continue the ongoing gender inequality at home and not only in the workplace.",We should subsidize stay-at-home dads,train,1.0
stay-at-home moms do not receive subsidies and this can be viewed as another form of gender inequality when women have been at home for generations without the proper financial recognition.,We should subsidize stay-at-home dads,train,0.67481222
stay-at-home moms don't get paid so why should dads,We should subsidize stay-at-home dads,train,0.931862544
"Stay-at-home moms have  never been paid for their work, so why should stay-at-home dads be subsidized?",We should subsidize stay-at-home dads,train,0.726934818
Stay-at-home moms have never been subsidized and the same should hold true for dads. Parents who make the choice to stay home to raise their children should live within their means.,We should subsidize stay-at-home dads,train,0.931703808
stay-at-home mother's are not subsidized so dads should not be subsidized either,We should subsidize stay-at-home dads,train,0.673748465
stay-at-home parents choose to do this and should not be subsidized,We should subsidize stay-at-home dads,train,0.764824461
stay-at-home-dads allow for their partner to work outside the home and allow for father child bonding which helps raise children in a productive environment.,We should subsidize stay-at-home dads,train,1.0
staying at home is a choice since they know they won't be getting an income,We should subsidize stay-at-home dads,train,0.727354565
staying home to raise your children is a personal choice.,We should subsidize stay-at-home dads,train,0.77500198
stem cell research can be a path to finding cures to many diseases,We should subsidize embryonic stem cell research,train,0.97762374
stem cell research can help find cures to lots of diseases,We should subsidize embryonic stem cell research,train,1.0
stem cell research can help to cure a wide variety of diseases,We should subsidize embryonic stem cell research,train,1.0
stem cell research could benefit us all by helping to find cures for diseases etc.,We should subsidize embryonic stem cell research,train,0.879558953
stem cell research could hold the key to curing a myriad of diseases which currently plague us.  imagine being able to cure alzheimer's or cancer.  the solution could lie in stem cell research.,We should subsidize embryonic stem cell research,train,1.0
stem cell research goes against the values of various religious groups and therefore should not be subsidized.,We should subsidize embryonic stem cell research,train,0.841769333
"stem cell research has been proven to help people with parkinson's disease, and other major illnesses.",We should subsidize embryonic stem cell research,train,1.0
stem cell research has proven to be useful and beneficial for everyone in the development of new treatments for diseases.,We should subsidize embryonic stem cell research,train,0.958660458
stem cell research is a highly controversial topic and should not be subsidized until the ethical concerns are addressed.,We should subsidize embryonic stem cell research,train,0.819779154
stem cell research is against nature and should be stopped.,We should subsidize embryonic stem cell research,train,0.862121795
stem cell research is essential in combating illnesses like cancer and moving forward to find cures and treatment.,We should subsidize embryonic stem cell research,train,1.0
stem cell research is gruesome and cruel.,We should subsidize embryonic stem cell research,train,0.531235127
stem cell research is immoral and kills babies,We should subsidize embryonic stem cell research,train,0.61777955
stem cell research is incompatible with some religious beliefs,We should subsidize embryonic stem cell research,train,0.981851597
stem cell research is our best hope in finding cures,We should subsidize embryonic stem cell research,train,1.0
stem cell research is seen as unethical  and wrong by many religions,We should subsidize embryonic stem cell research,train,0.929302252
stem cell research is the beginning of wanting to do more and more things we shouldn't be messing with and it should be stopped now before it goes any further,We should subsidize embryonic stem cell research,train,0.679459769
stem cell research is the experimentation on baby fetuses and killing them in the process. it is wrong to kill babies!,We should subsidize embryonic stem cell research,train,0.468451112
stem cell research is unethical and totally antithetic to the sanctity of life.,We should subsidize embryonic stem cell research,train,1.0
stem cell research is unnatural form of experimentation and is too manipulative,We should subsidize embryonic stem cell research,train,0.547590347
stem cell research is unnecessary and there are alternate ways of finding cures,We should subsidize embryonic stem cell research,train,0.610429382
stem cell research may be the key to curing many diseases,We should subsidize embryonic stem cell research,train,1.0
stem cell research may hold the keys to curing cancer,We should subsidize embryonic stem cell research,train,1.0
stem cell research may offend religious individuals,We should subsidize embryonic stem cell research,train,0.757031109
stem cell research should not be subsidized by our tax dollars as it is a highly controversial practice as opposed to one that the majority view as positive and acceptable.,We should subsidize embryonic stem cell research,train,0.513196681
stem cell research shows great promise in healing today's most tragic injuries and illnesses such as paralysis and cancer.,We should subsidize embryonic stem cell research,train,1.0
stem cell research will bring effective cures for currently incurable medical issues,We should subsidize embryonic stem cell research,train,0.980941894
stem cell research will encourage more abortions,We should subsidize embryonic stem cell research,train,0.544872411
stem cell research will find cures to different diseases some thought to be uncurable,We should subsidize embryonic stem cell research,train,0.907138237
"Stem cell research work being good things to science, and could save lives.",We should subsidize embryonic stem cell research,train,0.489381823
stem cell researchis unethical for religious reasons,We should subsidize embryonic stem cell research,train,0.597921971
stop the development of autonomous cars because it can cause accidents due to the laws in different countries being different,We should stop the development of autonomous cars,train,0.647252251
stopping pride parades makes no sense unless they stop all sorts of parades.,We should cancel pride parades,train,0.881825318
strict capital punishment brings justice and closure to the victim's family,We should abolish capital punishment,train,1.0
"studen loans cannot be subsidised as not only is it unaffordable in the current climate, it would encourage universities offer degree courses purely for financial gain.",We should subsidize student loans,train,0.821884843
"student debt is an increasing black mark and an unnecessary load on our society, and the costs are only increasing, so student loans should cease to be subsidized in every way.",We should subsidize student loans,train,0.560205862
student loan can be costly to the taxpayers especially when students do not repay the debt nor finish their course work.,We should subsidize student loans,train,0.556275044
Student loan costs are becoming outrageous putting people in debt for life.,We should subsidize student loans,train,0.778012796
"student loan debt is an enormous pressure on working people, and should be subsidized.",We should subsidize student loans,train,0.871651596
student loan debt is causing many to leave college or forego college all together,We should subsidize student loans,train,0.816792361
student loan debt is crippling our young people's ability to fully participate in the economy,We should subsidize student loans,train,0.702355112
student loan debt is out of control.,We should subsidize student loans,train,0.391532239
"student loan debt is the same as other debt, which we don't subsidize.  those who borrowed the money should pay back the money.",We should subsidize student loans,train,0.581548062
student loan debt is too onerous for poor families trying to live the american dream.,We should subsidize student loans,train,0.86950534
student loans allows those who can not afford college but with high potential to enter the college life to work towards great success and contribution to our society in the future.,We should subsidize student loans,train,1.0
student loans are a commitment that a student takes on and willingly agrees to,We should subsidize student loans,train,0.487349145
"student loans are a good deal for students, student loans allow for some students go to school that may have not been able to go to school before",We should subsidize student loans,train,0.893363981
student loans are a massive burden for people getting the degrees necessary to qualify for a job to become a productive member of society.,We should subsidize student loans,train,0.607539065
"student loans are a poor investment in many cases - graduate unemployment is rife, and too often universities are more interested in milking the system than in offering quality courses.",We should subsidize student loans,train,0.62256034
student loans are a trap riddled with ridiculously high interest rates,We should subsidize student loans,train,0.313952145
"student loans are a vitally important means for a society to be able to provide education to its younger generations, so those loans should be subsidized as much as possible.",We should subsidize student loans,train,0.842706532
student loans are expensive and students might find themselves in debt if they cannot find a good job to repay them,We should subsidize student loans,train,0.92220502
Student loans are fundamentally a commercial transaction and have no place being subsidized.,We should subsidize student loans,train,0.696484372
student loans are just another loan.they need to be paid only by the beneficee.,We should subsidize student loans,train,0.669346004
"student loans are like any other loans and should be paid back by the borrower, not the government",We should subsidize student loans,train,1.0
student loans are made to get students into debt that takes years to pay off.,We should subsidize student loans,train,0.492274353
student loans are made to keep students in long term debt.,We should subsidize student loans,train,0.760805342
student loans are necessary for students to pay for college. the ability to go to college makes for a smarter and more capable work force that benefits all of society.,We should subsidize student loans,train,0.951758277
Student loans are necessary to be able to afford  the cost of college. Subsidizing the loans allows more people to  gt a degree and not have to leave to earn an income before they finish.,We should subsidize student loans,train,0.909489719
"student loans are predatory,  discouraging many from entering college and joining an educated workforce.",We should subsidize student loans,train,0.918527307
student loans are so unreasonibly expensive we need to help students with them.,We should subsidize student loans,train,0.760019065
student loans are such a burden on people that offering a subsidy would alleviate so many problems.  we should do this soon.,We should subsidize student loans,train,0.887952202
student loans are such a drag on people and offering a helping hand on those would be hugely beneficial in the long run.,We should subsidize student loans,train,0.805812624
student loans are the responsibility of the individual and should not be subsidized,We should subsidize student loans,train,0.566555225
student loans are the responsibility of the person and should not be subsidized by the government,We should subsidize student loans,train,0.616253326
student loans can be expensive and put young people in debt,We should subsidize student loans,train,0.812430467
student loans cause financial hardship for many graduate students due to the size of the loans and low wages as well as causing issues for family members who had to underwrite the loans,We should subsidize student loans,train,0.729559531
student loans enable poor students to continue with their education and graduate from the university,We should subsidize student loans,train,0.869199258
student loans give students of lower income a chance at enrolling in a university,We should subsidize student loans,train,1.0
student loans have been predatory for a long time and deter people from getting an education - we need to do our part and help reduce this burden so that we can have a more robustly educated society.,We should subsidize student loans,train,0.864056655
student loans help hard working students go to college.,We should subsidize student loans,train,0.948099781
student loans is a help for those who do not have resources,We should subsidize student loans,train,1.0
student loans is a type of aid that is given to them in order to help lower their expenses and debts,We should subsidize student loans,train,0.712343974
student loans let young people get an education and subsidizing them lets them study and not think of the money they will owe,We should subsidize student loans,train,1.0
student loans place a huge burden on college graduates.  people should not be punished for furthering their education.,We should subsidize student loans,train,1.0
Student loans saddle graduates with debt that is almost insurmountable nowadays. If they are not subsidized they will just be a constant drain on the student.,We should subsidize student loans,train,0.842839428
student loans set children up to be valuable citizens and the state should support this,We should subsidize student loans,train,0.885957031
student loans should absolutely be subsidized because it would allow the economy to boom when young adults have spending money instead of debt,We should subsidize student loans,train,0.866360941
student loans should be government subsidized because many students are graduating with debt that they will either default on or will burden them for a good portion of their adult lives.,We should subsidize student loans,train,1.0
student loans should be paid by the borrower like all other loans.,We should subsidize student loans,train,0.589560011
student loans should be paid by working the community instead of giving subsidies.,We should subsidize student loans,train,0.532210246
student loans should be subsided as these loans leave a huge burden on students who then struggle to pay off the loans when they get a job.,We should subsidize student loans,train,0.774926378
student loans should be subsidised to allow more students to go further in education.,We should subsidize student loans,train,0.950680672
student loans should be subsidize to help young people start a better life after graduation,We should subsidize student loans,train,0.887539357
student loans should be subsidized as this allows those from marginalized or poorer sections of society to access good education,We should subsidize student loans,train,1.0
student loans should be subsidized because it is unfair to saddle graduates with a heavy debt burden when they are starting out on their chosen careers,We should subsidize student loans,train,0.906591417
student loans should be subsidized because it is unfair to saddle students with crippling amount of debts as they start out on their career paths,We should subsidize student loans,train,1.0
Student loans should be subsidized because it would drive costs down for the students.,We should subsidize student loans,train,1.0
student loans should be subsidized because many students come out of college with five figures in debt that they can't repay easily.,We should subsidize student loans,train,0.815965788
"student loans should be subsidized because no human being should start their adult life off with thousands of dollars in debt, it's not fair",We should subsidize student loans,train,0.962880535
student loans should be subsidized because they are so expensive and then more people would be able to afford college.,We should subsidize student loans,train,0.779689411
student loans should be subsidized because they offer protection in case you have financial trouble,We should subsidize student loans,train,1.0
student loans should be subsidized for all to enable a more educated and socially mobile population and workforce.,We should subsidize student loans,train,0.946203295
student loans should be subsidized so people don't have to sacrifice just to get an education.,We should subsidize student loans,train,0.918058776
Student loans should be subsidized so that as many people as possible can receive a higher education regardless of their financial background.,We should subsidize student loans,train,0.915325008
student loans should be subsidized so that children from poorer backgrounds have an equal chance of receiving a higher education as better off children.,We should subsidize student loans,train,1.0
"student loans should be subsidized so that more kids can go to school, get a better education and contribute to the advancement of society.",We should subsidize student loans,train,0.979450911
student loans should be subsidized to allow thos students from poorer backgrounds to get a good education and improve themselves,We should subsidize student loans,train,0.754942082
student loans should be subsidized to create a competent work force,We should subsidize student loans,train,1.0
student loans should be subsidized to encourage students to go to college. otherwise bright kids may be put off and then not contributing to society with their full potential.,We should subsidize student loans,train,0.934223132
student loans should be subsidized to encourage young people to learn,We should subsidize student loans,train,0.939833358
Student loans should be the responsibility of the person who makes the loan since they're the ones that benefit from the education,We should subsidize student loans,train,0.927122712
student loans should not be subsidized as it would allow the lower classes more access to university education and thus dilute the quality of those receiving a degree.,We should subsidize student loans,train,0.493150038
student loans should not be subsidized as the enhanced education they receive will allow the students to go on to better paying jobs.,We should subsidize student loans,train,0.736255899
student loans should not be subsidized as the recipients should be getting a chance of a better education which will lead to a better paid job.,We should subsidize student loans,train,0.467472976
student loans should not be subsidized as will increase the amount of overqualified people who cannot find employment in their chosen field,We should subsidize student loans,train,0.773596512
student loans should not be subsidized because it is driving up the cost of college and because students are graduating with so much debt they are often defaulting on that debt.,We should subsidize student loans,train,0.944479265
student loans should not be subsidized because it is the loans themselves that have allowed colleges to charge more thus driving up the cost of a college education.,We should subsidize student loans,train,0.804497227
student loans should not be subsidized because they only benefit a small percentage of the population,We should subsidize student loans,train,0.595084451
student loans should not be subsidized just because people chose to go to colleges that we beyond their means.,We should subsidize student loans,train,0.733669831
student loans should not be subsidized student go to university for fun not learning,We should subsidize student loans,train,0.081372801
student loans shouldn't be subsidized because you're limited in the amount that you can borrow,We should subsidize student loans,train,0.748161016
student loans subsidized by the government will prove more effective in helping those in need of borrowing money to pursue higher education,We should subsidize student loans,train,0.980674253
student loans take many years to pay off and if we don't subsidize there will be less students willing to go to college.,We should subsidize student loans,train,1.0
"Students are and will always be the backbone of the society. It's compulsory to support these growing students in becoming true, well educated citizens to support the economy.",We should subsidize student loans,train,0.932791525
students are graduating with huge college loans that make it difficult for them to get started when they leave school.,We should subsidize student loans,train,0.903886004
students are lazy and should pay their own way or go out to work,We should subsidize student loans,train,0.345621966
students are the future and we ought to subsidize them to ensure we have a well educated workforce to power our economy,We should subsidize student loans,train,0.957622085
students are trying to better their future but can not because of student loan debt.,We should subsidize student loans,train,0.476103912
students can feel more comfortable with safe spaces and the intentions of safe spaces are admirable,We should abolish safe spaces,train,0.867309896
students know that nothing will happen to them there,We should abolish safe spaces,train,0.42543466
"students loans should not be subsidized as it is a students choosing to continue to go to school on their own accord and whim, not a requirement to be the burden of others.",We should subsidize student loans,train,0.557622119
students need all the help they can get to pay for studies,We should subsidize student loans,train,0.519219771
students need help with the burden of college costs and shouldn't have to go into crippling debt to get an education.,We should subsidize student loans,train,1.0
students need to invest in their own futures.,We should subsidize student loans,train,0.28468372
students need to know that loans need to be paid back,We should subsidize student loans,train,0.393676556
"Students or workers may be placed in programs or positions they are not ready or qualified for, increasing the likelihood they will fail.",We should end affirmative action,train,0.592845065
students should be able to gain entrance by merit and not skin tone,We should end affirmative action,train,0.690923636
students should be able to pursue higher education without worrying about being able to afford it. subsidizing students loans would make education more accessible.,We should subsidize student loans,train,0.897690793
students should be subsidized as a lot cant afford to pay for their educations and could contribute to society when they have acquired their qualifications,We should subsidize student loans,train,0.977296752
students should be subsidized we need their knowledge and expertise for the future,We should subsidize student loans,train,1.0
students should have help paying for their education,We should subsidize student loans,train,0.557120167
students should not have to start their careers owing tens of thousands already,We should subsidize student loans,train,0.721957614
Students should not receive subsidize loans as extending your education is a choice and they have a greater ability once finished to find higher paid employment.,We should subsidize student loans,train,0.704401858
students should pay for their own education; it isn’t fair that everyone has to pay for education through tax regardless of whether they use it.,We should subsidize student loans,train,0.839892573
students shouldnt be subsidized if someone wants an education they should pay for it themselves,We should subsidize student loans,train,0.718342922
students shouldnt be subsidized if they want to receive an education they should pay for it they can work part time or have a loan which they pay back when they are in full time employment,We should subsidize student loans,train,0.523593238
"students that work hard to get a degree should not start out their journey into the real world, in debt",We should subsidize student loans,train,0.688223179
"students who do not do well in school are discouraged from seeking meaningful work. by subsidizing vocational education, they will present alternative options",We should subsidize vocational education,train,0.978949296
studies have shown that children raised with at least one parent at home are happier and healthier.  we should subsidize stay-at-home dads so mare children can benefit.,We should subsidize stay-at-home dads,train,0.933652885
studies have shown that companies that do not limit executive compensation do better and out perform those that do limit. this is better for individual companies and the economy.,We should limit executive compensation,train,0.779332606
studies have shown that naturopathic medicine is safe and by adding naturopathic care to conventional care patients have better overall health outcomes,We should ban naturopathy,train,0.886386924
studies have shown that these kids will have no major psychological problems as a result of surrogate birth.   if a couple cannot have a child together they should be allowed to use surrogate mothers.,Surrogacy should be banned,train,0.79571656
studies of labor trends clearly demonstrate that there is no relationship between mandatory retirement and the availability of jobs for younger people,We should end mandatory retirement,train,0.563758429
"Studies show it doesn't work, and companies are making money off it by saying it does.",Homeopathy brings more harm than good,train,0.519218491
Studies show that most women involved in prostitution were forced to go into it. or had no other choice. It's exploitative and degrading.,We should legalize prostitution,train,0.559931861
studies show that people who are married are happier and healthier than those who are not,We should abandon marriage,train,0.779669743
"studies suggest that foster care placement, rather than remaining with family members  increases the likelihood of child behavior problems",Foster care brings more harm than good,train,0.828079579
"study of over 100 trials, which proves that homeopathic treatment doesn’t work and is no better than placebo",Homeopathy brings more harm than good,train,0.733316004
subjecting children to the pressures of television and movies increases the chances that said child will grow up to have a substance abuse problem to cope with the pressures,We should ban the use of child actors,train,0.927883914
subrogation helps couples who can not have children and wish to raise from birth,Surrogacy should be banned,train,0.647622724
subrogation is very important for women who can not give birth ... should stay,Surrogacy should be banned,train,0.382628842
subrogation must be eliminated due to its risks,Surrogacy should be banned,train,0.335356474
subrogation must be prohibited because a person must not acquire the economic responsibility that another person has left in life.,Surrogacy should be banned,train,0.231752632
subrogation must be prohibited to avoid the black market of children,Surrogacy should be banned,train,0.493408708
subrogation should be prohibited because the obligation acquired by one person in life should not be the responsibility of another. the subrogation threatens the economic stability of the other person,Surrogacy should be banned,train,0.715465517
subrogation should not be prohibited because the other person is aware of the economic responsibility acquired,Surrogacy should be banned,train,0.3077403
subrogation should not be prohibited because the person knows the laws and assumes the financial responsibility that comes with it,Surrogacy should be banned,train,0.478828547
"Subsidies are a zero sum game, by subsidizing space exploration we are neglecting more important fields such as education or affordable housing.",We should subsidize space exploration,train,0.633653685
Subsidies are how we got into this mess in the first place as public school is not only subsidized but paid for in total and it is not effective.,We should subsidize vocational education,train,0.273899279
"Subsidies are the state's way of supporting ideas and ideals. Since Wikipedia's vision is sharing individual knowledge, subsidizing it will be as foolish as subsidizing Facebook.",We should subsidize Wikipedia,train,0.783167638
"subsidies are unjust unless they are beneficial to all, not just a select few in certain fields.",We should subsidize vocational education,train,0.843010461
subsidies can help to encourage people to become journalists.,We should subsidize journalism,train,0.868224589
subsidies can make journalists biased towards the companies subsidising them,We should subsidize journalism,train,1.0
subsidies could make for worse quality journalism because more people are trying to get a cut of the money.,We should subsidize journalism,train,0.834321786
"Subsidies for journalism will allow organizations to promote themselves, instead of having to rely on bad platforms like facebook that push them to compromise the material in order to get top advertising.",We should subsidize journalism,train,0.904706821
subsidies for vocational education don't work because they do not increase the number of people who choose this career path,We should subsidize vocational education,train,0.858998676
subsidies for vocational education help send the message that it is a valid and important career path for those who don't benefit from more academic studies,We should subsidize vocational education,train,1.0
subsidies for vocational education would help solve the problem of skills shortages in many trades,We should subsidize vocational education,train,1.0
subsidies for vocational training don't work because they don't increase the demand for the courses offered,We should subsidize vocational education,train,0.762168109
"Subsidies should be given only if they lead to a general public good, and careers for a select few people who go to vocational schools do not qualify as a public good.",We should subsidize vocational education,train,0.747681227
"Subsidies would replace donations which would not be necessary any more, meaning that subsidies would not increase total funding for Wikipedia.",We should subsidize Wikipedia,train,0.498429536
