论点,主题,set,WA
合法化的卖淫带来了一系列的危害，如药物滥用、疾病传播、卡特尔级别的拉皮条等，同时也导致了数量的激增。大多数从业者非常年轻，甚至只有14岁。,我们应该合法化卖淫。,train,0.761905953
将妓女合法化可能会导致家庭破裂，并伤害那些可能被迫从事性行业的年轻女性。,我们应该合法化卖淫。,train,0.844262732
将合法化的卖淫可能导致社会依赖的基本家庭结构崩溃。,我们应该合法化卖淫。,train,0.586487746
将合法化的卖淫可以让残障人士或社交障碍人群等其他群体获得更多亲密关系的机会。,我们应该合法化卖淫。,train,1.0
合法化的卖淫对于卖淫者和顾客都更安全。,我们应该将卖淫合法化。,train,1.0
将合法化的卖淫对社会有害，因为提供性服务的人将能够公开这样做。,我们应该合法化卖淫活动,train,0.881525545
合法化的卖淫将带来监管，这将使目前在更糟糕的地区流落街头的提供性服务的妇女受益。,我们应该合法化卖淫。,train,0.895405747
合法化的妓女将增加从从业人员收取的税款。,我们应该合法化卖淫。,train,0.978593437
合法化的性工作者能够防止未成年少女卖淫。,我们应该合法化卖淫。,train,1.0
合法化的卖淫可以提供健康服务，预防疾病传播。,我们应该合法化性工作者,train,0.909671792
合法化卖淫将导致关系和家庭破裂。,我们应该将卖淫合法化。,train,0.858683299
合法化卖淫将导致性犯罪大幅增加,我们应该将卖淫合法化。,train,0.862195392
合法化性别选择可以帮助夫妇为他们宝宝的诞生做好准备。,我们应该合法化性别选择。,train,0.803512245
将辅助自杀合法化可能导致被视为麻烦或难以照顾的人过早死亡。,协助自杀应该是一种刑事犯罪。,train,0.689126598
将协助自杀合法化可能会给其他患终末疾病的人带来不必要的压力。这可能会让他们担心自己是否成为朋友和家人的负担。,协助自杀应该是一种犯罪行为。,train,0.746276097
将诱捕合法化将是疯狂的。这将导致大多数无辜的人陷入困境，失去自由。这太容易被滥用来对弱者进行捕猎。,应该合法化诱捕,train,1.0
将设定陷阱合法化会进一步降低对警方的信任，因为现在警方不仅仅是在保护和调查犯罪，而且还会针对民众以增加逮捕人数。,煽动应该合法化。,train,1.0
合法化会使得更容易管控。,我们应该将卖淫合法化,train,0.864206921
将其合法化会使其更受人接受,我们应该合法化卖淫。,train,0.726750937
合法化医学性别选择可以防止因为性别而被堕胎的婴儿。,我们应该合法化性别选择。,train,0.978880281
合法化器官交易可能导致医生让有希望康复的病人过早死亡以获取金钱。,我们应该合法化器官买卖。,train,0.884493952
允许器官交易可能会导致一些可怕的情况，比如从不情愿的捐赠者身上取出器官。,我们应该合法化器官交易,train,1.0
将器官交易合法化可能导致更多犯罪谋杀，这是不可接受的。,我们应该合法化器官交易,train,0.94740562
合法化器官交易鼓励更多的捐献者参与——更多的器官捐赠意味着更多的生命得救。,我们应该合法化器官交易,train,1.0
合法化器官交易有潜力拯救许多生命。,我们应该合法化器官交易,train,1.0
合法化器官交易可能会导致黑市的产生，人们可能会被绑架仅仅为了获取他们的器官。,我们应该合法化器官交易。,train,0.464374335
将器官交易合法化将使富人受益，而穷人受损。,我们应该合法化器官交易。,train,0.397858421
将器官交易合法化将导致器官流向出价最高的买家，而不是最需要的人。,我们应该合法化器官交易。,train,0.933597895
合法化器官交易将消除当今正在进行的地下交易，这些交易是危险的。,我们应该合法化器官交易,train,0.870677975
合法化器官交易将鼓励更多人将器官捐赠给有需要的人。,我们应该合法化器官交易。,train,1.0
将器官交易合法化可帮助需要特定器官的人更容易地找到。,我们应该合法化器官交易,train,1.0
合法化器官交易将使人们更有可能捐献器官，如果他们可以因此收到报酬。,我们应该合法化器官交易,train,0.638801401
将器官交易合法化可以增加监管和规范，从而让参与者都更安全。,我们应该合法化器官交易,train,1.0
合法化器官交易可以缓解医疗系统持续面临的器官捐赠短缺问题。,我们应该合法化器官交易,train,0.935772644
将器官交易合法化可以实现监督和规范管理，从而让其变得更加安全。,我们应该合法化器官交易,train,1.0
将器官交易合法化将使富人能够维持健康，而贫困人群则需冒风险，这将导致不公平的社会。,我们应该合法化器官交易,train,0.788643068
合法化器官买卖将提供比目前更多的健康器官和组织用于移植。,我们应该合法化器官买卖。,train,0.762456926
将器官交易合法化会增加器官被盗或谋杀的可能性。,我们应该合法化器官交易,train,0.823926407
合法化器官交易会让贫困人口失去人性，因为他们会被视为更像动物而非人类。,我们应该合法化器官交易。,train,0.983138015
将器官交易合法化会导致医疗费用上涨，并且如果器官被证明不健康，许多人会受到伤害。,我们应该合法化器官交易,train,0.837464557
合法化器官交易将消灭目前存在的器官黑市。,我们应该合法化器官交易,train,0.95823884
合法化器官交易将确保每个需要新器官的人都能得到其中一个。,我们应该合法化器官交易,train,0.673778747
将器官交易合法化会阻碍穷人获取器官的渠道。,我们应该合法化器官交易。,train,0.918341127
合法化器官交易会让人们更容易获得他们在器官衰竭情况下所需的器官，从而帮助他们生存。,我们应该合法化器官交易。,train,0.904102397
将器官交易合法化会使其更加安全，从而摆脱黑市中不道德的人的控制。,我们应该合法化器官交易,train,1.0
合法化器官交易会使医疗信息更容易获得，让器官捐献者可以做出更明智的决定。,我们应该合法化器官交易,train,0.916069737
合法化器官交易将使黑市器官交易成为更加严重的问题需要应对。,我们应该合法化器官买卖。,train,0.749698884
合法化器官交易意味着那些拥有最多钱的人会得到器官，而不是等待时间最长的人。,我们应该合法化器官交易。,train,0.941493308
将器官交易合法化可能导致绝望的人死亡或被谋杀。,我们应该合法化器官交易,train,0.74861845
合法化一夫多妻制可能会使许多家庭生活更稳定，家中有更多成年人意味着财务压力更小，有更多人来照顾孩子。,我们应该合法化一夫多妻制。,train,1.0
合法化一夫多妻制有助于强调我们生活在一个自由国家，可以随心所欲。,我们应该合法化一夫多妻制。,train,0.590780098
将一夫多妻合法化是错误的，也不被我们的西方社会支持。,我们应该合法化一夫多妻制。,train,0.69914794
合法化多配偶制度会在家庭内部引发一系列问题。,我们应该合法化一夫多妻制,train,0.689812428
合法化一夫多妻制会导致心理健康问题的发生率上升，因为人们会对自己在婚姻关系中变得越来越不安全。,我们应该合法化一夫多妻制。,train,1.0
将一夫多妻制合法化会鼓励人们为了利用婚姻的法律福利，比如税收优惠，而结婚，即使他们并不真正相爱或处在一段关系中。,我们应该合法化一夫多妻制。,train,0.7705556
合法化一夫多妻制将强化人们的选择自由。,我们应该合法化一夫多妻制。,train,1.0
合法化一夫多妻制将消除那些出于宗教信仰而实践一夫多妻制的人所遭受的耻辱。,我们应该合法化一夫多妻。,train,0.819198829
将合法化一夫多妻制将会使女性被视为财产、被当作男人身份象征的收藏品这种观念合法化。,我们应该合法化一夫多妻。,train,0.924310613
合法化一夫多妻制更可能强化压迫文化，而非支持那些自愿且明智的多角关系者。,我们应该合法化一夫多妻。,train,0.583495287
将一夫多妻制合法化可以消除那些已经由于宗教信仰而实践它的人所面临的污名。,我们应该合法化一夫多妻制。,train,0.832620028
合法化妓女业务 - 从而对其进行规范管理 - 将有助于减少伴随其而来的危害。,我们应该合法化卖淫。,train,1.0
将卖淫合法化可以更好地监管，保护妇女免受暴力和疾病的伤害。,我们应该将卖淫合法化,train,1.0
合法化卖淫使我们能够监管已经存在的一种活动。,我们应该合法化卖淫。,train,1.0
将卖淫合法化可以让执法机关集中资源对付对社区构成更严重威胁的犯罪活动。,我们应该合法化卖淫。,train,1.0
将卖淫合法化使得那些已经非法从事该行业的人感到更安全，因为他们可以向当局报告不良客户而不必担心被起诉。,我们应该将卖淫合法化,train,0.959272471
将卖淫合法化使这一行业能够接受一定程度的监督和管控，从而让所有相关人员更加安全。,我们应该合法化卖淫。,train,1.0
将卖淫合法化可能导致年轻人被迫参与这种行业。,我们应该将卖淫合法化。,train,0.675201333
将卖淫合法化可能会使许多妇女以及儿童变得更加容易受到危险和不道德的法律认可的侵害。,我们应该合法化卖淫。,train,0.529181712
将卖淫合法化可以削弱犯罪团伙的势力，将其交给真正决定从事这个领域的男人和女人们。,我们应该合法化卖淫。,train,0.699199873
合法化卖淫可以建立规章制度，使卖淫者和服务使用者更加安全和健康。,我们应该将卖淫合法化。,train,1.0
将卖淫合法化可以赋予女性权利，使她们更安全。,我们应该合法化卖淫活动,train,0.787674495
将卖淫合法化可以减少进入监管较差且对妓女和社会造成更坏影响的国家的性旅游，让这些人留在国内。,我们应该合法化卖淫。,train,0.549047666
将卖淫合法化会鼓励那些以牟取私利为目的的剥削性家庭和朋友推动女性从事卖淫。,我们应该合法化性工作。,train,0.752733943
将卖淫合法化会鼓励对女性身体的物化，进而促使性骚扰和商品化。,我们应该将卖淫合法化,train,0.907903423
将卖淫合法化确保工作者可以获得充分的健康检查和保护免受伤害。,我们应该合法化卖淫。,train,1.0
将卖淫合法化会为工作提供另一选择，并保护那些已经从事这个行业的人。,我们应该将卖淫合法化,train,0.71303565
将卖淫合法化能够减少妓女对人贩子和人口贩卖者的价值，从而减少人口贩卖活动，削弱整体黑帮势力，进而在减少毒品交易方面产生溢出效益。,我们应该将卖淫合法化,train,0.75225448
将卖淫合法化与我们作为一个国家所信仰的一切背道而驰。,我们应该合法化性工作者,train,0.653265168
将卖淫合法化可能会增加性贩卖活动。,我们应该合法化卖淫。,train,1.0
将妓女合法化是一个坏主意，因为它会玷污女性的道德，政府不应该支持任何玷污人群的法律。,我们应该将卖淫合法化。,train,1.0
将卖淫合法化是一条很危险的斜坡。接下来会是什么呢，合法化所有硬性毒品？,我们应该合法化卖淫。,train,0.410151487
将卖淫合法化对保护性工作者的权利是必要的,我们应该将卖淫合法化,train,1.0
将卖淫合法化与道德相反，创造所多玛与蛾摩拉是错误的，我们的社会将会陷入混乱。,我们应该合法化卖淫。,train,0.393618535
合法化卖淫是保护顾客和卖淫者免受犯罪分子剥削的唯一途径。,我们应该合法化卖淫。,train,1.0
将卖淫合法化意味着女性的身体和性别可以被标价，鼓励男权主义规范围围绕女性的价值仅仅是性别，任何富人都有权接触女性身体。,我们应该将卖淫合法化,train,0.778005036
将卖淫合法化会使那些并未意识到它实际上有多危险的男性和女性更加感到吸引。,我们应该将卖淫合法化。,train,0.838313539
合法化卖淫可以使其更安全，同时意味着该服务需缴税，增加更多税收。,我们应该合法化卖淫。,train,0.914379487
将卖淫合法可能会促使人们被迫从事这种行为。,我们应该将卖淫合法化。,train,0.678533026
将卖淫合法化可能会加强从事这一行业的女性的保护。,我们应该合法化卖淫。,train,0.802841163
合法化卖淫可能会增加不忠的比例。,我们应该将卖淫合法化。,train,0.618498576
将卖淫合法化可能会给性工作者一些法律保护，但无法保护她们免受被迫参与更极端行为和遭受经理和客户虐待的侵害。,我们应该将卖淫合法化。,train,0.839967884
将卖淫合法化将使人们认为女性是可以买卖的商品变得正常化。,我们应该合法化卖淫。,train,0.919129797
将卖淫合法化打开了一扇通往整个性交易产业的大门,我们应该将卖淫合法化,train,1.0
将卖淫合法化可以预防疾病传播。在合法和受监管的情况下，健康检查很常见，从而防止危险疾病在整个人群中传播。,我们应该合法化卖淫。,train,1.0
将卖淫合法化会促进人口贩卖。如果人口贩卖者似乎是在从事合法职业，这将使调查工作和帮助受害者变得几乎不可能，从而促使人口贩卖蔓延。,我们应该将卖淫合法化。,train,0.984880773
将卖淫合法化会促进性交易业。,我们应该合法化卖淫。,train,0.886352472
将卖淫合法化传递了这样一条信息：卖淫是可以接受的，但实际情况并非如此。卖淫只是人口贩卖和虐待问题的冰山一角，不应被纵容。,我们应该合法化卖淫。,train,0.855933003
将卖淫合法化将使其在安全环境中进行。,我们应该合法化卖淫。,train,0.878451933
将卖淫合法化将使妓女能够实际举报和起诉问题性工头和顾客，这是她们目前无法做到的。,我们应该合法化卖淫。,train,0.84566627
将妓女合法化将允许她们推动获得平等的合同和工作条件，这是她们在现行法律下无法做到的。,我们应该将卖淫合法化。,train,0.929324713
将卖淫合法化会导致更多道德堕落行为并引发更多疾病。,我们应该将卖淫合法化。,train,0.736027044
将卖淫合法化将通过为卖淫者提供施展自己权利和需求的基础，降低拉皮条和卖淫公司的权力。,我们应该合法化性工作者,train,0.869003052
将卖淫合法化将减少对妓女的暴力，因为这将对那些知道他们现在可能面临行为后果的暴力男性起到威慑作用。,我们应该将卖淫合法化,train,1.0
将卖淫合法化将为参与者提供更多保护。可以要求更多安全措施来保护从事这一行业的人。,我们应该合法化妓女。,train,0.847025287
将卖淫合法化将进一步贬低妇女或男子，并导致不必要的暴力。,我们应该合法化卖淫。,train,0.981229212
将卖淫合法化将对社会产生非常负面的影响，从传播疾病到腐蚀社会。,我们应该合法化卖淫。,train,0.896500773
将卖淫合法化将有助于国家预算，这些资金可以用于支持社会中的许多事业。,我们应该合法化卖淫。,train,0.768765935
将卖淫合法化将有助于在社会更广泛地减少对性的污名化，让人们感到更有个人权力。,我们应该将卖淫合法化。,train,0.904286442
合法化卖淫将增加进入这种有损尊严的职业的女性数量。,我们应该合法化卖淫。,train,0.864453171
将卖淫合法化将使其成为一种职业，并允许工作者加入工会和享受福利。,我们应该合法化卖淫。,train,1.0
将卖淫合法化可以使其成为一个应纳税的行业，政府可通过征税来增加收入，并用于社会福利。,我们应该将卖淫合法化。,train,0.895207245
将卖淫合法化会使危险的拐卖团伙和人口贩卖集团更容易将他们不良的行为隐藏在法律的掩护下。,我们应该合法化娼妓行业。,train,0.938423507
将卖淫合法化将使监管成为可能，从而可以对抗性传播疾病、未成年卖淫和妇女贩卖。,我们应该合法化卖淫。,train,1.0
将卖淫合法化将使其更加安全，因为可以进行规范管理。,我们应该将卖淫合法化。,train,0.769040958
将卖淫合法化会让一些人觉得这是一个更有吸引力的职业选择。,我们应该将卖淫合法化。,train,0.634532208
合法化卖淫会让性工作者更安全，因为他们不再需要藏匿，受犯罪分子控制，或被视为罪犯。,我们应该合法化卖淫。,train,0.924437551
将卖淫合法化将会让卖淫活动对卖淫者和客户更加安全。,我们应该合法化卖淫。,train,0.976445989
合法化的妓女行业将为妓女提供安全和改善的医疗保健。,我们应该合法化卖淫。,train,1.0
将卖淫合法化并不能让其消失，只会让其更普遍，并迫使更多人沦为卖身者。,我们应该将卖淫合法化。,train,0.73933284
合法化卖淫将为所有相关人员提供医疗保健。,我们应该合法化卖淫。,train,0.867028386
合法化卖淫可以提供法规和福利，有助于通过提供保护和获得合法就业权利以及财务繁荣来帮助性工作者。,我们应该将卖淫合法化,train,1.0
合法化卖淫将使许多人能够合法赚钱。,我们应该合法化卖淫。,train,0.741139545
将卖淫合法化将允许卖淫者寻求警察的保护。,我们应该合法化妓女。,train,0.805976489
将妓女合法化将允许政府监管妓女并使其更安全。,我们应该将卖淫合法化,train,1.0
将卖淫合法化对政府将是有利的，因为可以增加税收，有助于解决社会问题。,我们应该合法化卖淫。,train,0.836133606
将卖淫合法化等于赞同性工作者在身体和情感上面临的危险。,我们应该合法化卖淫。,train,0.915799806
将卖淫合法化将是一个问题的开端 - 各种不良活动都围绕着性产业展开。,我们应该合法化卖淫。,train,0.78737731
将卖淫合法化会创造一个可以被征税的产业，并确保其工作者的安全和保护。,我们应该合法化卖淫。,train,1.0
将卖淫合法化可以消除不存在受害者的犯罪。每一方都在自主决定参与。政府不应该决定任何人如何处理自己的身体。,我们应该让卖淫合法化。,train,0.760959912
将卖淫合法化会鼓励社会中不道德的行为。,我们应该合法化卖淫。,train,0.870615482
将卖淫合法化会鼓励男性出轨，因为他们知道参与这种活动不会受到惩罚。,我们应该将卖淫合法化,train,0.828183767
将卖淫合法化会鼓励人们过上功能失调的性和感情生活，因此这是我们永远不应该做的事情。,我们应该将卖淫合法化。,train,0.716432652
合法化卖淫会侵蚀道德价值观，降低妇女的安全性，因此绝不能合法化。,我们应该合法化卖淫。,train,0.975068741
合法化卖淫将使这一职业正规化，并对妇女有所帮助。,我们应该将卖淫合法化。,train,0.9075697
将卖淫合法化可以为这个行业的从业者提供医疗护理。,我们应该合法化妓女行业。,train,1.0
将卖淫合法化将有助于打击有组织犯罪。,我们应该合法化卖淫。,train,1.0
将卖淫合法化将会增加全球人口贩卖和暴力犯罪。,我们应该合法化卖淫。,train,0.923151597
将卖淫合法化会增加性传播疾病、人口贩运和暴力犯罪。,我们应该将卖淫合法化,train,0.748706787
将卖淫合法化会增加政府的税收收入。,我们应该将卖淫合法化,train,0.928675646
将卖淫合法化只会导致更多的卖淫活动。,我们应该将性工作者合法化。,train,1.0
将卖淫合法化会导致拐卖儿童用于性交易的增加。,我们应该合法化**性工作者**,train,0.880621988
将卖淫合法化将导致性传播疾病的增加。,我们应该合法化卖淫。,train,0.711014946
将卖淫合法化将导致其得到更多的监管，因此对所有参与者来说更加安全。,我们应该将卖淫合法化。,train,1.0
将卖淫合法化会导致更多的虐待和性贩运。,我们应该合法化卖淫。,train,0.798701165
合法化卖淫可能会导致更多未成年儿童被卖入这种生活，并导致对他们的需求增加。,我们应该合法化卖淫。,train,0.881594187
将卖淫合法化将使一切变得更安全。,我们应该将卖淫合法化。,train,0.984880773
将卖淫合法化可以为那些无论如何都要从事这个行业的人提供规则和法规，帮助他们感到舒适，如果需要帮助，也可以更容易地与执法部门交谈。,我们应该将卖淫合法化。,train,1.0
将卖淫合法化会让从事这个行业的人更加安全。,我们应该将卖淫合法化。,train,1.0
将卖淫合法化会使这个职业变得不那么危险，对人的健康也不那么危害。,我们应该将卖淫合法化。,train,0.877130464
合法化卖淫意味着可以让其更安全。,我们应该将卖淫合法化。,train,0.959480513
合法化卖淫意味着政府可以增加对收入的税收。这也意味着那些为养家糊口而苦苦挣扎的女性将不再面临被起诉的威胁。,我们应该合法化卖淫。,train,1.0
将卖淫合法化只会帮助拉皮条，还可能增加需求，甚至导致人口贩卖。,我们应该将性工作者合法化。,train,0.868584575
将卖淫合法化只会导致更多人参与，进一步加剧人口贩卖、黑帮问题、毒品问题以及城镇中出现禁入区域的情况。,我们应该合法化卖淫。,train,0.919936005
合法化卖淫可以防止性工作者的剥削和贩卖。,我们应该合法化卖淫。,train,0.984260209
将卖淫合法化会促进性贩卖。,我们应该将卖淫合法化。,train,0.821930011
将卖淫合法化将保护性工作者免受剥削、胁迫和暴力。,我们应该将卖淫合法化。,train,1.0
合法化卖淫会提供安全措施，保护可能陷入暴力事件的妇女。,我们应该将卖淫合法化,train,1.0
将卖淫合法化将减少犯罪，让卖淫者远离街头。,我们应该合法化卖淫。,train,1.0
将卖淫合法化将导致更多的女性被迫卷入性奴隶贸易，同时也会加大打击拐卖者的难度。,我们应该合法化性工作者,train,0.690536964
合法化卖淫将保障从事这项行为的人，无论是提供服务的一方还是接受服务的一方。,我们应该将卖淫合法化。,train,1.0
将卖淫合法化将会导致从业人数激增，同时会使得控制妓女的男性更难被起诉。,我们应该将卖淫合法化。,train,0.815172955
将卖淫合法化会传播很多疾病。,我们应该合法化卖淫。,train,0.880226899
将卖淫合法化会增强妇女的地位 - 这是对抗性暴力的最佳途径。,我们应该合法化卖淫。,train,0.923995421
合法化性别选择违背了一切自然法则。,我们应该合法化性别选择。,train,0.928026375
合法化性别选择违背了自然法则。,我们应该合法化性别选择。,train,0.76622563
将性别选择合法化是一个对于希望拥有特定性别孩子的人的良好选择。,我们应该合法化性别选择。,train,1.0
将性别选择合法化是一条很陡的坡，可能会导致其他选择，比如头发颜色、身高，甚至更严重的事情。,我们应该合法化性别选择。,train,0.952885947
将性别选择合法化是为了个人选择自由而做正确的事情。,我们应该合法化性别选择。,train,1.0
合法化性别选择为其他形式的歧视打开了大门。先是性别，然后是肤色、头发颜色、眼睛颜色，婴儿不应该被设计。,我们应该合法化性别选择。,train,0.979189714
合法化性别选择可以帮助确保世界上诞生的孩子会被父母渴望和爱护。,我们应该合法化性别选择,train,0.973648833
合法化性别选择有助于父母实现他们一直梦寐以求的完美家庭组成。,我们应该合法化性别选择。,train,1.0
合法化性别选择将有助于减少患有性连锁遗传疾病的儿童人数。,我们应该合法化性别选择。,train,0.744904612
将性别选择合法化会导致男女比例出现不可取的失衡。,我们应该合法化性别选择。,train,0.894263998
将性别选择合法化将导致许多健康的婴儿被堕胎，仅仅因为他们不是父母所期望的性别。,我们应该合法化性别选择。,train,0.635867455
合法化性别选择会使人口性别失衡。,我们应该合法化性别选择。,train,0.790805828
合法化性别选择将成本过高，导致几十年后某一性别过剩。,我们应该合法化性别选择。,train,0.789875952
合法化性别选择能使其更安全，医生和父母可以公开进行，而不是隐藏起来，这将导致更好的患者结果。,我们应该合法化性别选择。,train,0.738451575
将器官交易合法化可能会导致器官黑市的出现，人们可能会被绑架以夺取他们的器官。,我们应该合法化器官交易,train,1.0
将器官买卖合法化将导致一个系统的出现，贫困人口会因其器官受到剥削。,我们应该合法化器官交易,train,0.946892993
合法化器官交易将帮助人们安全地获得他们需要的器官。,我们应该合法化器官交易,train,0.69428641
合法化器官交易将有助于拯救大量当前无法获得所需器官以保命的人们。,我们应该合法化器官交易,train,0.706991181
将器官交易合法化将会增加被罪犯谋取利润而杀害的人数。,我们应该合法化器官交易,train,0.941082676
将器官交易合法化将拯救数千条生命，尤其是儿童。如果有人可以出售自己的器官并救助一条生命，只要他们充分了解风险，就应该被允许。,我们应该合法化器官买卖。,train,1.0
合法化器官买卖将使所有人都能获得器官，而不是不得不等待很多人没有的时间。,我们应该合法化器官交易。,train,0.827492124
将器官买卖合法化会让所有人都能获得所需的器官，消除了等待名单过长造成许多人在得到他们需要的器官之前就已经逝去的状况。,我们应该合法化器官交易,train,0.714243069
合法化器官交易将导致高昂的成本，只有最富裕的人才能获得必要的器官。,我们应该合法化器官交易,train,0.510562858
合法化器官交易将使更多患者得以接受他们所需的器官移植手术。,我们应该合法化器官交易。,train,1.0
将器官交易合法化对低收入人群有害。他们可能因为买不起器官而受损，也可能为了赚几块钱而出售自己的器官，这是一个危险的倾斜。,我们应该合法化器官交易。,train,0.804861465
合法化器官交易将结束器官移植的短缺。,我们应该合法化器官交易,train,1.0
合法化器官交易会带来道德问题，即拥有财力和资源的人能够插队接受移植手术，而那些无力购买的人则未能及时得到器官。,我们应该合法化器官交易,train,1.0
合法化器官交易会对贫困人口造成不成比例的影响，他们会感到自己需要出售器官来维持生计。这也会让他们身体变得更加虚弱。,我们应该合法化器官交易,train,0.910518517
合法化器官交易将有助于更好地监管，阻止因地下非法手术而导致的死亡。,我们应该合法化器官交易,train,1.0
将器官交易合法化会鼓励非法获取器官以谋利的方式。,我们应该合法化器官交易。,train,0.656334238
合法化器官交易将鼓励更多捐赠，从而缩短器官移植等待时间。,我们应该合法化器官买卖。,train,0.914790717
合法化器官交易将鼓励更多人捐赠，从而拯救许多生命。,我们应该合法化器官交易,train,0.818986808
合法化器官交易将有助于使需要器官的人更容易获得。,我们应该合法化器官交易。,train,1.0
合法化器官交易会增加需要进行救命移植手术的人们可获得的器官数量。,我们应该合法化器官交易,train,1.0
将器官交易合法化将导致人们强迫或胁迫他人捐献器官，这将增加死亡和苦难。,我们应该合法化器官交易,train,0.793939877
将器官交易合法化将使犯罪分子更容易通过谋杀他人获取利润来出售他们的器官。,我们应该合法化器官交易。,train,0.911544391
合法化器官买卖会让大多数人无力承担器官的价格。,我们应该合法化器官交易,train,0.880360062
将器官交易合法化会使器官对于所有需求者变得过于昂贵，只有最富有的病人才能获得。,我们应该合法化器官交易。,train,0.840114604
将器官交易合法化将只会帮助那些有钱的人。他们有能力购买器官，而贫穷的人只能出售自己的器官或因缺乏购买能力而死亡。,我们应该合法化器官交易,train,0.781920092
合法化器官交易将为所有人提供拯救生命的选择，而不仅仅是那些可以负担得起在黑市购买器官的富人们。,我们应该合法化器官交易,train,1.0
将器官交易合法化会给那些无法负担生活所需的人带来过重负担。,我们应该合法化器官交易。,train,0.57937633
将器官交易合法化将导致医疗不平等；接受器官移植的将是负担得起器官费用的人，而不是真正需要并能最好地利用器官的人。,我们应该合法化器官交易。,train,0.869980003
将器官交易合法化可以拯救生命，因为这将增加可用供体器官的数量。,我们应该合法化器官交易。,train,1.0
将器官交易合法化将拯救许多生命。有太多人在等待器官名单上不必要地死去。如果有人愿意出售肾脏并拯救了一个生命，那就不应该被阻止。,我们应该合法化器官交易,train,1.0
将器官出售合法化意味着贫穷的人会为了维持生计而捐出他们的器官，甚至可能到死亡的地步。,我们应该合法化器官交易,train,0.933911085
将性别选择合法化违反了社会的道德和自然原则。,我们应该合法化性别选择。,train,1.0
将这一行为合法化将使更多不法形式的实践，如贩卖人口等，更容易逃脱监管。,我们应该合法化妓院。,train,0.630572284
将这合法化就等于说对那个你声称要建立承诺关系的人不忠是可以接受的,我们应该将一夫多妻制合法化。,train,0.843235501
合法化将会导致制定相关法规，使所有参与者更加安全。,我们应该将卖淫合法化。,train,0.982431586
在法律上要求人们必须待在一起是荒谬的。,我们应该放弃婚姻。,train,0.372031494
如果禁止电话营销，合法的企业将会损失收入，因为这是一种廉价的推广产品或服务的方式，可能对接收电话的人有益。,我们应该禁止电话营销。,train,0.894840809
那些非被迫从事这个行业的合法妓女并没有伤害任何人，只是以一定费用提供快乐。这是一些人无法通过其他方式获得的快乐。,我们应该合法化卖淫。,train,0.583106731
越来越少的人投票意味着我们无法公正地代表我们的政府。因此，人们需要说出他们的想法。,我们应该推行强制投票制。,train,0.769047188
让一个人自由选择他们想做的事情。,我们应该禁止未成年人进行整形手术。,train,0.311386235
让自由市场决定电话营销是否是一个可行的选择。,我们应该禁止电话推销。,train,0.663932356
让我们假设如果没有设陷阱，那些被抓到使用的人本来不会犯罪，因此使某人陷入可能本就不会犯的罪行。,应该合法化设陷阱,train,0.787550949
致命注射将医学这一治愈专业转变为国家执行囚犯的死亡制造者。,我们应该废除死刑。,train,0.542301651
手中的致命武器会给公民和执法人员的生命带来不必要的危险，应该采用更有限的许可制度来确保武器掌握在更安全的手中。,我们应该废除持有和携带武器的权利。,train,0.874133695
让我们结束威胁和平的这种基地。,我们应该关闭关塔那摩湾拘留营。,train,0.456347197
让公共领域拥有利用作品的能力可以为我们的世界带来更多的享受。,我们应该废除知识产权。,train,0.345014819
LGBT人士有权表达自己是谁，并提醒每个人，他们也有权自由地庆祝。,我们应该取消骄傲游行。,train,0.864578533
LGBTQ 社区长期受到压迫，他们应该有权展示自己，不受偏见的影响。,我们应该取消骄傲游行。,train,1.0
"LGBTQ群体经常受到很多仇恨，对他们来说能够有自己的游行活动, 被如此多的包容、支持和积极性所环绕，实在是一件美好的事情。",我们应该取消骄傲游行。,train,0.852986442
被压制人群的生活经历一直在阻碍个人成功的能力。通过实施平权行动，我们可以阻止过去行动的表现。,我们应该终止平权行动。,train,0.550763768
终身监禁相对于死刑来说并不那么残酷。,我们应该废除死刑。,train,0.72078045
无期徒刑实际上并不比死刑更仁慈。,我们应该废除死刑。,train,0.48218708
就像任何其他决策者一样，法官也不可避免地会对某些主题持有偏见。,我们应该限制司法激进主义。,train,0.669522885
像任何其他抗议一样，烧国旗应被视为言论自由的一部分而受到保护。它不会伤害任何人，是对国家发生的事情进行合法抗议的一种方式。,我们应该禁止烧国旗。,train,1.0
就像药物和酒精一样，快餐是一个选择，我们不应该侵犯人们做出这些选择的权利。,我们应该禁止快餐。,train,1.0
像科学领域的许多其他进步一样，政府不应该被要求资助研究。如果有利益存在，私营部门会找到实现结果的途径。,我们应该对胚胎干细胞研究进行补贴。,train,0.886305991
与其他形式的高等教育一样，如果人们想要上职业学校，他们应该自己找办法支付学费。,我们应该对职业教育进行补贴。,train,0.903899616
限制高管薪酬可以让更多的资金投入到员工工资中。,我们应该限制高管薪酬,train,0.944622858
限制高管薪酬可以确保高层不会产生嫉妒情绪。,我们应该限制高管薪酬,train,0.884530923
限制高管薪酬将使更多资金流向员工。,我们应该限制高管的薪酬,train,1.0
限制高管薪酬将会影响辛勤工作的高管。,我们应该限制高管薪酬。,train,0.265569421
限制高管薪酬会使金融行业最有才华的人失去动力，他们可能会选择去其他国家工作。,我们应当限制高管薪酬。,train,0.849317101
限制高管薪酬会阻止高管正确地履行工作。,我们应该限制高管薪酬,train,0.876061567
